UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,VADER Score
26543,71495,California,2020-03-25,"Thank you @lorenscole for signing our pledge and for your comment ""IÃÂm signing because I have spent the last 16 years working in retail."" https://t.co/mRgcVaG18o via @Change",Positive,0.3612
26548,71500,"Virginia, USA",2020-03-25,"I sanitize everything when I have to go to the grocery store. It's just common sense it would be a high risk. After reading this, I had already feared this would be another issue.
#CoronavirusOutbreak
#coronavirus

https://t.co/Jxkh0HiTOE",Extremely Negative,-0.6486
26553,71505,Maryland,2020-03-25,"A friend just told my wife that a doctor said anyone over 60 should have a younger person go to the grocery store for them.  I told my wife I'll go.  I am 77.  Look, everyone is going to be exposed to this virus at some point.  That is the reality. #coronavirus",Positive,0.4404
26559,71511,"Trabuco Canyon, California",2020-03-25,"I-buyers pause operations after an 85% y-o-y increase in purchases according to @FirstAmDataTree. COVID-19 cited, but I suspect fears of longer sales cycle &amp; possible dip in #home prices are also factors. https://t.co/50OJjwK5dJ",Extremely Negative,-0.705
26561,71513,"Washtington, DC",2020-03-25,"The fact that mainstream Republicans, including the President of the United States, are seriously suggesting that people's lives should be sacrificed for the greater good of the economy tells you everything you need to know about the priorities of the GOP #NotDying4WallStreet",Extremely Positive,0.7579
26564,71516,"Phoenix, AZ",2020-03-25,"Wife decided to exercise and walk to the grocery store, two birds with one stone. Store had toilet paper. How much danger is a woman walking a mile with toilet paper? #coronavirus",Negative,-0.5267
26565,71517,"Nashville, TN  USA",2020-03-25,WWD - COVID-19 Response: Retailers Extending Dates on Temporary Store Closures https://t.co/lY6IkgBOHI https://t.co/wk7Slgrqqt,Neutral,0.0
26566,71518,Texas,2020-03-25,"Trade deal with China announced followed a few weeks later with #coronavirus. Stock market near 30,000 now down 9,500 points. Is China buying American stocks at these low prices? Beware sheeple!",Negative,-0.3382
26568,71520,"Southport, Connecticut",2020-03-25,"People are most definitely Comfort Eating. In the supermarket, all tubs of ice-cream have been swiped and every packet of cake mix has disappeared from the Baking aisle. #coronavirus #Southport #Connecticut",Positive,0.5956
26571,71523,New York,2020-03-25,"Not sure if this is the common cold, flu, or the COVID-19, but I live in NYC, went to the supermarket on Sunday underdressed, and now I am tired, have a stuffy nose, slight head cold, mild cough, aching joints and muscles, and little appetite.

Oh, Lord!",Extremely Negative,-0.8939
26572,71524,California,2020-03-25,"""Bay Area food bank opens pop-up pantries as demand rises"":
https://t.co/oUCPTWRTiO #Coronavirus #Trumpdemic",Negative,-0.128
26580,71532,Arkansas via Venus,2020-03-25,"I donÃÂt know who will see this but Arkansas hasnÃÂt technically been put on lockdown yet. So for those of you that are, are you limited on how often you go to the grocery store, etc?
#CoronavirusLockdown #coronavirus",Negative,-0.3291
26592,71544,"Boston, MA",2020-03-25,"Haus of Hanz: how one small retailer is closing the COVID-19 experience gap 
#retailer #B2C #online #instore #mobile #shopping #CX #commerce @SAP_CX @SAP_Retail
https://t.co/N3zcBIgyCW",Neutral,0.0
26594,71546,South Carolina,2020-03-25,"Am I getting a check from the government? Until more information becomes available, here are some important things to know from https://t.co/7x6t8qzOBS @FTC #COVID19 #coronavirus https://t.co/6EV15Vi7BM",Positive,0.2023
26596,71548,"San Diego, CA",2020-03-25,COVID 19 UPDATE With careful consideration the 2020 will continue as an interactive online program in order to minimize health risks We re adjusting prices and putting together a condensed experience that will be just as inspiring More,Positive,0.3182
26598,71550,"Texas, USA",2020-03-25,"#Indonesia temporarily banned #exports of #facemasks, #sanitizers, and other #medical equipment in order to ensure domestic supply to combat the surge in the #coronavirus. The ban is in place until June 30, 2020.
https://t.co/64cHCZE782",Extremely Negative,-0.7506
26600,71552,California,2020-03-25,Check out this article from @NCLC4consumers discussing major consumer protections announced in response to #COVID19 https://t.co/lDBv8vBuvF,Neutral,0.0
26606,71558,"St. Louis, Missouri",2020-03-25,"Live #coronavirus updates:

- Unemployment applications in Missouri are soaring
- The #MO attorney general has ordered a man to stop selling N95 masks at inflated prices
- A drive-thru test site in Columbia #MO tested more than 1,000 people in one week

https://t.co/2rI4m7jwmP",Extremely Negative,-0.6249
26608,71560,"South Carolina, USA",2020-03-25,Wash your hands even while self distancing Use soap and water for at least 20 seconds or hand sanitizer for at least 60 seconds 19,Positive,0.4939
26611,71563,DC,2020-03-25,"Amazon and eBay failing to stop Covid-19 profiteers..
Consumer group finds ÃÂconsistent overpricingÃÂ on hand sanitiser, thermometers and baby formula despite crackdown..#usa..#coronavirus..",Neutral,-0.1531
26615,71567,Southern California,2020-03-25,"Overheard at the Supermarket...

ÃÂCan I catch the virus from myself?ÃÂ

I weep for our future!

#coronavirus #COVIDIDIOTS #CoronavirusLockdown #StayHome #WednesdayThoughts https://t.co/oK9lO1YDs6",Negative,-0.6114
26619,71571,New York,2020-03-25,"Target withdraws guidance:

""Given the highly fluid and uncertain outlook for consumer shopping patterns and government policy related to COVID-19, there is an unusually wide range of potential outcomes for Target's first-quarter financial performanceÃÂ
 .https://t.co/1NnA0aFEV6",Negative,-0.3535
26620,71572,"Bentonville, Arkansas",2020-03-25,"@aut_umm Autumm, we will work to keep our Clubs stocked and prices fair. As one would expect, paper products, cleaning supplies and other items are in high demand as Members prepare for the possible impact of COVID-19. We do apologize for the inconvenienc",Positive,0.296
26621,71573,"Bentonville, Arkansas",2020-03-25,"@frickindistant Hey, John. We will work to keep our stores stocked and prices fair. As one would expect, paper products, cleaning supplies and other items are in high demand as customers prepare for the possible impact of COVID-19.",Positive,0.2023
26622,71574,"Florida, USA",2020-03-25,"The store is also hiring seasonal cashiers at $13.10 per hour. ThatÃÂs $4.64 more than FloridaÃÂs minimum wage of $8.46. In a promotional flyer, the store said ÃÂGrocery stores are important now more than ever.ÃÂ #COVID19 #coronavirus https://t.co/l4mAxkwVif",Positive,0.2023
26624,71576,Pennsylvania,2020-03-25,"@TwcArthur I just went to the supermarket and was the only customer wearing gloves. Only 2 employees had gloves on. So this City should be infested with #coronavirus very soon, because the people here are as ignorant as they come. 
This is #TrumpCountry",Negative,-0.2732
26625,71577,"Texas, of course!            ",2020-03-25,ThereÃÂs so much fear &amp; panic over Covid 19. ItÃÂs to the point of buying guns &amp; ammo for protection against home break ins &amp; fighting over food at store. MORE than 98% of all who get it recover; itÃÂs only high risk to those w bad respiratory problems &amp; that mostly in the elderly.,Extremely Negative,-0.9484
26632,71584,"Utah, USA",2020-03-25,The best part of the COVID-19 epidemic is that avacado prices are expected to drop,Positive,0.4767
26639,71591,"Minnesota, USA",2020-03-25,@CetaceanFreedom @goldeemxtra1 I prefer plain old Dial soap &amp; water myself. This will prolly sound goofy but hand sanitizers make me sneeze.,Extremely Positive,0.6486
26641,71593,"Jacksonville, Fl",2020-03-25,"Save and Earn is here for you:
o  2x cash back shopping at 1,400 online stores
o  A free month of telemedicine
o  A free discount prescription drug plan
Claim your free health benefits and start saving right now: https://t.co/F6lLyrhkO2 
#coronavirus #telemedicine #cashback https://t.co/IUPDwfEpNL",Extremely Positive,0.9403
26642,71594,Arizona,2020-03-25,A TransUnion report details how COVID-19 has impacted online shopping and fraud. - #fraudalert #shopping  https://t.co/hkWS2BGZjS,Negative,-0.5859
26646,71598,"Massachusetts, USA",2020-03-25,"@cshepard_ENT Code, is it really necessary to report that two Supermarket employees tested positive for COVID-19? What purpose does this serve other than to frighten people? Are you reporting th number of cases in other businesses? Gas Stations, Coffee Sh",Positive,0.466
26647,71599,"Texas, USA",2020-03-25,Also if you have a family.. your husband and all 5 of your kids do not need to go to the grocery store!Especially if your kids are coughing and sneezing and then touching everything..thats how this shit speads! Send 1 person to get your groceries!! Help end #coronavirus,Negative,-0.5744
26663,71615,Indiana,2020-03-25,"Turning small business loans into grants to keep their workforce during this #coronavirus crisis is another subsidization of the workforce. Keep prices increasing while demand, production, &amp; services fall. A quick bounce back won't happen. #Economics #Finance #Economy",Negative,-0.5719
26664,71616,Indiana,2020-03-25,"Whenever you see increases in prices due to demand, the price increase that you see on the item you're buying, you must pay for, is necessary to pay for new workers, overtime &amp; invest in more production lines to produce more goods. #Economics #Finance #Economy #Business #Trump https://t.co/2cvEAfPqGp",Neutral,0.0
26668,71620,"Massachusetts, USA",2020-03-25,"Now they will shut the stores down.  ? 

Market Basket, Shaw's employees in Massachusetts test positive for coronavirus https://t.co/tJk9Eg6wTS",Positive,0.5574
26669,71621,DC,2020-03-25,"#Marketers are urged to employ AR to #engage w/ #consumers self-isolating during the #coronavirus #pandemic - #AR has the capacity to drive consumer experiences &amp; purchases that otherwise have halted during the shutdown.
-
#marketing #digital #MarTech #CX  https://t.co/5QHAZpTCn4",Neutral,0.0
26686,71638,"Woodlawn, Chicago",2020-03-25,If we had m4a and negotiated drug prices covid-19 wouldnÃÂt be this bad js,Extremely Negative,-0.628
26687,71639,Phoenix,2020-03-25,Put down that toilet paper. Grab some condoms. #sidneysmithcre8tiv #quadruplethreatstar #comedian #standup #comedy #jokes #covid_19 #coronavirus #toiletpaper #socialdistancing #lol https://t.co/b0XudRvoXZ,Neutral,0.0
26688,71640,California,2020-03-25,"As the world grapples with the devastating effects of COVID-19, fraudsters are finding ways to exploit this pandemic and consumer behaviors are rapidly changing. Our Trust and Safety Architects share how to navigate fraudÃÂs new normal. https://t.co/UZ2d2ulZiZ https://t.co/ad4zSGr53W",Extremely Negative,-0.2023
26689,71641,"Afton, Virginia",2020-03-25,"@ShannonBream, thank you! we received the bottles from Allen Turner and Andler Packaging! Hand sanitizer is so important as we fight #coronavirus. We are truly #inittogether. #GoodNews #RuleYourNest https://t.co/7QLW1SuRmT",Extremely Positive,0.8381
26701,71653,"Boston, MA",2020-03-25,"Can the Vinyl &amp; CD Business Survive Coronavirus? https://t.co/1qlFUAm1fd Facing the COVID-19 pandemic, music shops are shuttering - and struggling to survive - and @amazon is focusing on household goods. What's in store for physical retail? https://t.co/8SEYfxvThU",Negative,-0.4871
26702,71654,"Atlanta,Georgia",2020-03-25,"Quarantine Chronicles. Article 1. SWIPE&lt;ÃÂ- #JACK 

#quarantine #quarantineandchill #quarantinelife #zombieapocalypse #toiletpaper #toiletpapercrisis #corona #coronavirus #covid_19 #covid19 https://t.co/uw0TfCMnp9",Neutral,0.0
26706,71658,Illinois,2020-03-25,"Online grocery shopping? Here are some good tips. What do you consider essentials in your home?

#weareallinthistogether
#dontforgettotip
#socialbutterflysocialmedia 

https://t.co/CZ0nBOMuU5 https://t.co/r4VdXBS2Uw",Positive,0.504
26707,71659,New York City,2020-03-25,"Being helpful yet sensitive is one of the many challenges brand marketers are facing. Using connection marketing to navigate your community outreach and engagement efforts may be the solution. #digitalmarketing #innovation
https://t.co/IGQRm296tV https://t.co/0UA1RP4ink",Extremely Positive,0.8591
26711,71663,"New York, LA, Miami, Houston",2020-03-25,"#CoronaVirus Musings:

1)  Only in #Brooklyn - going on my exciting adventure to the grocery store a block away from my house, I saw a guy roll by on his skateboard.  He was wearing a backpack with an old school mini boom box playing the soundtrack to ""West Side Story""

#Covid19",Positive,0.5267
26716,71668,New York,2020-03-25,"Weak consumer and industry demand has brought cotton prices below the 50-cents-a-pound mark for the first time in more than a decade. https://t.co/HGjCHlnuRf

#coronavirus #cotton #USDA",Negative,-0.5267
26719,71671,"New Jersey, USA",2020-03-25,"#DTC companies are filling the gap in testing, and some have taken the opportunity to donate tests to #hospitals.

https://t.co/IqLzCuvmUg
#covid19 #coronavirus #pandemic #healthcare #health #providers #healthsystems #pophealth #populationhealth #publichealth",Positive,0.4215
26721,71673,Michigan,2020-03-25,Impulse buying is on the rise to optimize for #Impulsepurchases. https://t.co/9aLOLJpnDW,Positive,0.4939
26728,71680,Pennsylvania,2020-03-25,"Dear Karens: SHIT just got real, literally! Stop being assholes and buying all the toilet paper!  #coronavirus #COVIDIDIOTS #YouSuckKaren #toiletpaper #toiletpapercrisis #peoplearestupid #pandemic https://t.co/6iMCw0hcKJ",Extremely Negative,-0.8525
26766,71718,"New York City, NY",2020-03-25,"Stay safe and informed during this global pandemic #covid19. We have launched a consumer portal for the latest information on testing centers, hospitals and business openings across #Coronavirus impacted hotspots. Click on the link now: https://t.co/lVwqE62ZOa https://t.co/MWR60EWWwY",Positive,0.5267
26776,71728,"Boston, MA",2020-03-25,"The last coal plant in New York retires as the state pursues carbon-free by 2040. PJM Submits MOPR: Natural gas and power prices slid last week, as power prices were flat to down in the face of ongoing demand destruction resulting from COVID-19ÃÂ https://t.co/RqPSArKx42 https://t.co/4xnXWR3KQ7",Positive,-0.4019
26796,71748,"California, USA",2020-03-25,"#Auto Insurers Make Windfall Profits from #COVID-19; Consumer Advocates Call for Refunds, Lower Premiums to #Californians Who Stopped Driving - #autoinsurance #CaliforniaÃÂ https://t.co/teXfaGwIk8",Negative,-0.0516
26800,71752,"California, USA",2020-03-25,"Welcome to The @blackmatician! 
Math On Demand!

Go learn something while you're at home eating up all the food. 
https://t.co/rH4IXMFZmJ

#coronavirus #covid19 #Quarantine #YouTube",Positive,0.4738
26804,71756,Arizona,2020-03-25,This dude nailed it! Literally every person in the next few decades is going to be like this. #HolyHumor #COVID19 #Coronavirus #Quarantine #ToiletPaper #HandSanitizer #PTSDMemes https://t.co/PDdDiesDpU,Positive,0.4199
26812,71764,"New Jersey, USA",2020-03-25,"A Freehold man has been charged with making a terroristic threat after purposely coughing on a grocery employee and claiming he had COVID-19.
Full Story: https://t.co/8MX7NDJXYX https://t.co/UptomJGKkX",Extremely Negative,-0.8316
26814,71766,Maine,2020-03-25,"Note to all!! If You go to the grocery store, if you touch it you buy it. Don't be moving shit all around the store! Seeing this far to much ??? #coronavirus #maine #COVID19 #StayHome #WednesdayThoughts",Negative,0.6531
26816,71768,New York,2020-03-25,"We urgently need the following supplies: Face masks (level 2 or greaterÃÂincluding homemade fabric masks), N95 respirator masks, face shields/goggles, sanitizing wipes (tubs), Liquid hand soap, hand sanitizer #coronavirus",Extremely Positive,0.7506
26817,71769,New York City,2020-03-25,Primary elections are being pushed back. The Olympics are officially in 2021. The election-year calendar seemed set in stone and now it is up in the air. https://t.co/TeFOSDGMPd,Neutral,0.0
26821,71773,New York,2020-03-25,How much hazard pay should a grocery store employee make during the #Coronavirus https://t.co/5SEkUWVfc2,Negative,-0.1027
26824,71776,Southern California,2020-03-25,"You've seen the shortages at the supermarket. Struggling families are coming to us for help. With your support, our communities will weather the COVID-19 storm.

Join us: https://t.co/7PNuDErJfl https://t.co/pG7KhB6Mwu",Positive,0.4939
26827,71779,"Oakes, North Dakota",2020-03-25,"KDDR AM News: Gov. Burgum says COVID-19 restrictions could last longer in ND, gas prices continue to drop, and flooding begins in ND https://t.co/u6tGrKL9FZ",Negative,-0.2732
26828,71780,New York,2020-03-25,"#MadeInAmerica: Crazy Aaron's - creators of @ThinkingPutty - have shifted production from toys to FDA-approved emergency hand sanitizer for municipal workers, healthcare facilities, public utilities, &amp; first responders ÃÂ&gt; https://t.co/kuwhmziZEU #weknowplay #covid19 #coronavirus",Positive,-0.2023
26832,71784,"Phoenix, AZ",2020-03-25,'Delivery Drivers: Take it if you need it! Thank you for your hard work!' #ActofKindness #Coronavirus #goodSamaritan #video https://t.co/ed0yMPoe72,Positive,0.3987
26838,71790,New York,2020-03-25,Occidental Petroleum $OXY CEO Vicki HollubÃÂs salary will be cut by more than 80% and top executivesÃÂ pay will be slashed as Covid-19 continues to slam oil prices. https://t.co/TSTRliTemj,Extremely Negative,-0.6369
26840,71792,"Missouri, USA",2020-03-25,"@CaliConsNews @jserpas10 Diverting medicines for uses they are already approved for may result in a spike in prices for those drugs for those who need them for the approved uses. That said, where those drugs prove useful in combatting Covid-19, they shoul",Extremely Positive,0.8176
26859,71811,Port Chester/New York,2020-03-25,"Also, the misinformation circulating widely about these drugs as a potential treatment for COVID-19 is harmful to patients with illnesses (like lupus) for which the drugs are proven to be effective. It is creating scarcity and driving up prices.",Positive,-0.0516
26860,71812,Minnesota ,2020-03-25,"#toiletpaper #bonjovi #livinonaprayer #covid_19 #coronavirus @ Brooklyn Park, Minnesota https://t.co/s2hKYaFfqA",Neutral,0.0
26876,71828,California,2020-03-25,"#UrbanDictionary has coined the perfect term for #toiletpaper #hoarders, #springbreakers and others who fail to practice proper preventative measures amid the #coronavirus pandemic: #COVIDIOT.

Because stupidity is #contagious.

https://t.co/D4ITLpXLeU https://t.co/boLErfQM8X",Negative,-0.4019
26878,71830,"Anacostia, DC",2020-03-25,Amazing people indeed! https://t.co/q3MVkcxdMF #CoronavirusOutbreak #covid19 #CoronaVirus #groceryshopping #groceries,Positive,0.6239
26880,71832,Philadelphia,2020-03-25,"Fight #Covid-19 the #invisibleenemy 6' to Healthy - Floor Decal Distant Dots - Gas Stations, Restaurants, Retail, Banks, Grocery, Hospitals, Gyms, Senior Living https://t.co/LtSvhPSxTQ",Neutral,0.0258
26883,71835,"Minnesota, USA",2020-03-25,Not all heroes wear capes Especially the men and women who are on the front lines of the COVID 19 Coronavirus pandemic including doctors nurses grocery store workers truck drivers researchers and many more We appreciate all you do,Positive,0.0712
26899,71851,Vermont,2020-03-25,"In these challenging and uncertain times, itÃÂs crucial that Vermonters are protected from exploitative scams and other consumer abuses.

Learn more about some of the COVID-19 related scams currently in circulation, and how @USAO_VT is responding: https://t.co/8giR4u4DI5",Extremely Negative,-0.872
26900,71852,Central Virginia & Beyond,2020-03-25,Northam says the Families First Coronavirus Act passed by Congress will help families who rely on SNAP benefits - Northam says the ability to get more food in a single trip should reduce total trips to the grocery store and slow the spread of #coronavirus.,Extremely Positive,0.765
26904,71856,New Hampshire,2020-03-25,"Working from home can save you big bucks on car #insurance. Check out the ValChoice #autoinsurance calculator to see how much. Then contact your agent for the discount.  #coronavirus #COVID19 #workfromhome #shelterinplace
https://t.co/S48u4VZAgO https://t.co/qPTFgYHqtF",Positive,0.4939
26914,71866,Wisconsin,2020-03-25,"Hope from Wisconsin land of Breweries who are getting into the hand sanitizer business and ""Hunker Down Wisconsibly"" T-Shirts https://t.co/n1OxSCoAKV #wiunion #FightCOVID19 #CoronavirusLockdown #coronavirus",Extremely Positive,0.7269
26917,71869,"Florida, USA",2020-03-25,@TeamGivingCom @TeamPulte IÃÂm in college and work retail and the store I work at had to close due to covid 19 so I can use any help,Positive,0.4019
26919,71871,"San Jose, CA",2020-03-25,So thatÃÂs NOT why everyone was over buying it!?  #TikTok #Coronavirus #Covid_19 #ToiletPaper https://t.co/wy92eyj8m2,Neutral,0.0
26929,71881,New Hampshire,2020-03-25,NH Food Bank sees increase in demand as COVID-19 affects jobs https://t.co/yVvXLBzqgK,Extremely Positive,0.694
26938,71890,"Southfield, Michigan ",2020-03-25,"Adapting to #CoronaVirus The ?@kroger? Co. installing plexiglass partitions at registers, distance decals on floor #CRE The supermarket giant has begun installing plexiglass partitions at cash registers in many of its stores. https://t.co/eyKPPJ4Cgj",Neutral,0.0
26941,71893,Ames Iowa,2020-03-25,Will Farmland Prices Fall due to COVID-19 https://t.co/v2DaQkiM9N https://t.co/oyG7YEnYJ7,Neutral,0.0
26943,71895,Wisconsin,2020-03-25,Wisconsin companies accused of price gouging https://t.co/CP3aulDzZG #LegalNews #wisconsin,Negative,-0.296
26946,71898,"San Franciso, California",2020-03-25,"With schools close and adults working from home, demand for family-sized meals has swelled. #Restaurants like @LettuceEats and @FirebirdsGrill have started providing family meal packages. https://t.co/572lAQdz00

#Workstream #HR #HRTech #Technology #Coronavirus #COVID19",Positive,0.25
26947,71899,"San Franciso, California",2020-03-25,"With dine-ins banned in a majority of the states, restaurants are inviting consumers to shop their inventory for food and supplies. https://t.co/NYdbZN099z

#Workstream #HR #HRTech #Technology #Restaurant #Coronavirus #COVID19",Negative,-0.1779
26961,71913,Chicago,2020-03-25,"Marketers, start shifting budgets &amp; strategies NOW to set yourselves up for success. Say hello to your B2B #SaaS playbook for marketing &amp; mitigating disruption during #COVID19.

Prescriptive tactics + new consumer data. Everything you need via @G2dotcom.  https://t.co/0oWyE1QuBW",Positive,0.296
26967,71919,California Bay Area,2020-03-25,"Checks from the US gov 03/18/20 by Jennifer Leach
As Director, Div of Consumer &amp; Business Edu, FTC
As #Coronavirus takes a growing toll on peopleÃÂs pocketbooks, the govÃÂll soon be sending money by check or direct deposit to each of us aspect to be aware of https://t.co/fiKUBqGCTU",Positive,0.1779
26970,71922,"Oakland, California",2020-03-25,"There are concerns that COVID-19's affect on oil prices will slow progress of the electric vehicle movement.

VW and many other manufacturers have environmental goals in place that will not be hindered by a short term slump in oil prices. https://t.co/1MY39HhLox via @electrekco",Positive,0.4215
26983,71935,"montgomery county, Maryland",2020-03-25,"Because of the #toiletpaper   shortage,people r using wipes, T-shirts with predictable results https://t.co/VgwrJddrnb via @SFGate #coronavirus #Covid_19 #NeverFlushWipes only pee, poop, &amp;toilet paper @CNN @MSNBC #foxandfriends #FoxNews #amjoy @JoyAnnReid #TheView @ABC @ABC7News",Negative,0.0
26999,71951,"Eastern North Carolina, USA",2020-03-25,"See how reliant we are on underpaid truckers/medical workers/supermarket workers/cashiers &amp; anyone else deemed an essential worker during #COVID2019 

They do not get enough pay or the recognition that they deserve.",Positive,0.2013
27005,71957,Cincinnati Ohio,2020-03-25,"Have you been to the grocery store lately? Can you believe all this panic buying thats going on??  #coronavirus #covid19 #panicbuying
https://t.co/k9MvHTECff",Negative,-0.6614
27006,71958,New York,2020-03-25,"@matt_barrie Interesting that here in New York the govt is going the other way.....eg restricting supermarket shopping to 9am to 6pm during the #CoronaVirus 

lol....but the rest of the time....yep shopping is way better here than Sydney :)",Extremely Positive,0.7184
27010,71962,"Wisconsin, USA",2020-03-25,"""As we come through this storm + find our new normal, the world will be changed. Crisis-buying patterns will spark permanent changes in consumer behavior. The work you do now will lay the foundation for ongoing success on the other side. ""

https://t.co/AiDJtNRu51",Positive,0.6808
27015,71967,Seattle Washington,2020-03-25,option was to borrow nonexistent sick pay up to a week. Which is all that the job accrues in a year. This is unfair unjust and as many of the workers canÃÂt just find another job it means people will be homeless. Please just take a moment if you can. https://t.co/ct7Vj5dZZF,Extremely Negative,-0.8316
27016,71968,Seattle Washington,2020-03-25,Dont let #seattleu get away with this ?@unitehere?  https://t.co/IQB4DM0oKd,Neutral,0.0
27017,71969,"Atlanta,Georgia",2020-03-25,"If you simply can't find hand sanitizer. Use lemons... That's right,  wash your hands with lemon juice...#CoronavirusLockdown #Covid19Out #coronavirus",Positive,-0.3875
27020,71972,Michigan,2020-03-25,"If I were to tweet that I ration my #toiletpaper to one square per bathroom trip, you might as well just assume I use my hand to wipe. ?

Come on people. One square of toilet paper. NO ? #coronavirus #StayAtHome",Positive,0.4073
27023,71975,"California, USA",2020-03-25,wifi and streaming services should lower their prices to make it affordable for everyone or make a 3 months free deal so that people can be encouraged to be quarantined and stay inside and not be bored #coronavirus,Extremely Positive,0.6613
27029,71981,"Des Moines, Iowa",2020-03-25,"I read the article and basically, they will warn but do NOTHING.
Nada. No action at all. So what's the point?
Attorneys general, including Iowa's, warn stores, sites to monitor for price gouging. https://t.co/uEiaLmEBY5 via @DMRegister",Positive,0.1361
27035,71987,"California, USA",2020-03-25,".@BurgerKing offering ÃÂfree deliveryÃÂ, but changing prices overnight. Tried to order an Original Chicken Sandwich Meal at 10PM last night and it was $7.09, this morning itÃÂs at $9.09. Medium Onion Ringd went from $2.29 to $2.99. #shady #coronavirus #pretendingtocare",Extremely Positive,0.4497
27054,72006,California,2020-03-25,Me at the grocery store before going into isolation #coronavirus https://t.co/qVrpXCk73z,Negative,-0.4019
27100,72052,"lake worth, florida",2020-03-25,#mama @staceysteele13 and I made some #new #friends at the store. #sober #coronavirus #toiletpaper #earrings #love #clair #hedgehog #hedgielove #makingpeoplesmile #publix #quarantine #staysafe https://t.co/gpQZEPKCUg,Neutral,0.0
27101,72053,Connecticut,2020-03-25,Covid-19 Impacts Search and Changes Consumer Behavior https://t.co/2oMcde3qlc,Neutral,0.0
27104,72056,"Philadelphia,Pa",2020-03-25,AAA: Gas Prices Staying Low During COVID-19 Pandemic https://t.co/NXcNZDIrBx https://t.co/OfmAWzB89L,Negative,-0.2732
27114,72066,"Frederick, Maryland",2020-03-25,"#cityoffrederick #FrederickMD #coronavirus #CoronaVirusChallenge
Does our public sanitation in Downtown still consist of two dirty port-a-potties with no toilet paper or sanitizer?",Extremely Negative,-0.6249
27133,72085,New York,2020-03-26,Since I ve been self quarantined in NYC for two weeks now I finally tried to do some grocery shopping online How on earth are people who are struggling financially supposed to buy food and other essential items that are overpriced and or only available in bulk,Negative,-0.4215
27141,72093,BOSTON MA USA,2020-03-26,"Market Basket, Shaw's employees in Massachusetts test positive for coronavirus https://t.co/2NKhfnEYRU

NEWZ REPORT * NEWZ REPORT * NEWZ REPORT

L=I=V=E - FROM - B=O=S=T=O=N

(2) EMPLOYEES MARKET'S

TESTED POSITIVE FOR CORONAVIRUS

MARKET BASKET -CHELMSFORD 

 SHAW'S / EASTON,MA",Extremely Positive,0.8374
27150,72102,D.C.,2020-03-26, The coronavirus pandemic has revealed a simple fact it s low wage workers that make our society run   not bankers landlords or CEOs  ,Negative,-0.2732
27154,72106,"California, USA",2020-03-26,When will we start talking about the super bugs we will create from overuse of hand sanitizer? #covid #coronavirus,Extremely Positive,0.8481
27156,72108,"Tulsa, Oklahoma",2020-03-26,FDA issues a consumer alert on fraudulent COVID-19 cures https://t.co/1w942tof4E https://t.co/RvIGad84c8,Negative,-0.25
27157,72109,Pennsylvania,2020-03-26,During COVID 19 The Postal Store  is open and operating as normal U S Postal Service stamps and other retail products continue to be made available for purchase Please visit The Postal Store  to get stamps shipping supplies and other products,Positive,0.3182
27164,72116,"New York, New York",2020-03-26,"Did you hear? Tomorrow, Ronn Torossian, 5WPR CEO &amp; President, and Dara A. Busch, President of our Consumer Practice, will be hosting Beauty Matter's live COVID-19 Crisis Communications Seminar. Register here and join them, March 26th @ 2:00pm ET https://t.co/SpqY4xixYN",Positive,0.2263
27168,72120,"Las Vegas, Nevada",2020-03-26,"Twisted Prank? Woman purposely coughed on $35,000 worth of food at a supermarket in Pennsylvania #8NN #covid19 #coronavirus https://t.co/Lr2TnTB0aR",Positive,0.2263
27169,72121,California,2020-03-26,SAS says restoring balance to the consumer goods supply chain will require changes in forecasting amp demand planning by retailers CPG companies Read his tips in,Positive,0.1779
27171,72123,"Maryland, USA",2020-03-26,If there are any products that claim to treat or cure coronavirus the FDA says not to buy it,Positive,0.4019
27173,72125,"Michigan, USA",2020-03-26,The is bringing scammers along with it The Federal Trade Commission breaks down everything you need to know about how scammers are targeting people during the COVID 19 outbreak,Neutral,0.0
27182,72134,"Portland, Oregon",2020-03-26,"This pisses me off so royally. In this case, allow the public shaming begin! ? #COVIDIDIOTS #COVID2019 

https://t.co/XMylTUPpk5",Negative,-0.2003
27192,72144,Texas,2020-03-26,"@evanrbatt I saw what youÃÂre doing by switching over to making hand sanitizer during the #coronavirus outbreak. Thank you, brother. I look forward to supporting your distillery, and hopefully saying thank you for what you did to support America when Amer",Extremely Positive,0.9382
27209,72161,"Colorado, USA",2020-03-26,iÃÂm too scared to go to the grocery store so i am basically out of food and losing weight. thank u covid 19,Negative,-0.4588
27229,72181,"Resistance2020 San Antonio, TX",2020-03-26,@amyriscool @republiculos Thank you. I just saw the news that TX was added as part of the disaster states. People here are still going out. It is so frustrating. I read someone who went to the grocery store got Covid-19. My husband still goes. I told him ,Negative,-0.4781
27231,72183,"Arkansas, high ground #MAGA",2020-03-26,The is being used to push for a cashless society along with Both of which we must reject Saying that money spreads viruses is ridiculous Every time you go to a supermarket you get a shopping trolley one that would have been used hundreds of times,Extremely Negative,-0.6369
27234,72186,"New Jersey, ?? USA ?? ",2020-03-26,Plz Retweet CORONA VIRUS PATIENT COUGHED ON ME AT SUPERMARKET  #CoronavirusLockdown,Positive,0.0772
